Sentence,Aspect
We thoroughly enjoyed our stay.,OTHER
"The staff were very polite, friendly and couldn't do enough for you.",SERVICE
The room was more than adequate for our needs.,ROOMS
"It was clean and tidy and as there was a thermostat in the room, the temperature was just right.",CLEANLINESS
We were on the 7th floor so noise was not a problem.,BUILDING
"There was a big choice at breakfast and again the staff were very friendly and quick to take your order for hot drinks and the made to order omelettes, scrambled eggs etc.",FOOD
The hotel was in a perfect location to explore all the sights in Amsterdam.,LOCATION
"It was just over 5 minutes walk to Dam Square and a couple of minutes away from Rembrantplein where there were lots of bars, clubs and restaurants.",LOCATION
I will definitely stay that this hotel on our next trip to Amsterdam.,OTHER
"I chose the Francisco Bay because it locates near the Fisherman warf with free parking space, and affordable price.",LOCATION
"At the time I checked in, the fron desks said we don't have your reservation and there is no room available!!",SERVICE
They said this problem can normally happen and just sent us to the other hotel with the same owner but was much more far away (quite not responsible).,SERVICE
a tale of good and bad,OTHER
"Positives: gorgeous landscaped grounds in the midst of the paddy fields; beautiful villas; wonderful breakfasts (the home-made bread with home-made jam was delicious); extras such as free mini-bar, free laundry and transfers into town (15-minute drive); lovely spa; fantastic infinity poolNegatives: internet never worked and staff didn't understand why it wasn't acceptable that 50% of websites (including all online newspapers) were blocked by their server; extremely high prices in the restaurant (why should main courses be 2-3 times as expensive as very chic restaurants in Seminyak?);",BUILDING
"the butler who was a kind of concierge, and was very pushy in getting us to book excursions from which the hotel was clearly making money - this butler often made us very uncomfortable, and was not knowledgeable about Bali and gave us very poor advice which wasted our time and money.",SERVICE
"Ubud itself has a lot to offer, great shopping and sightseeing and restaurants, but does get very over-crowded and in the daytime is simply a massive traffic jam.All in all, the Chedi would be great if you truly need to get away from it all - staying in your villa, lounging by the pool, eating fine meals (at a huge mark-up but probably still cheaper than London or New York).",NOTRELATED
But the atmosphere is soul-less.,OTHER
"You almost never see anyone else (apart from your butler who constantly comes to your door - even entering once without knocking!),",OTHER
"and bizarrely there often wasn't anyone at reception which is a bit of a shock when you return to the hotel and need to get your key.Very strange, and ultimately not very pleasant despite all its positives.",CHECKIN
Enjoyed the Stay,OTHER
and enjoyed every day.,OTHER
Not much view as it's almost 2 blocks from beach.,ROOMS
"Quiet for the most part, the room was adequate but could use some minor remodeling.",ROOMS
"The restaurant was expensive so we ate locally at more moderately priced restaurants, of which there are many within easy walking distance.",VALUE
We would definately stay again.,OTHER
"Moderate pricing and quiet location with parking, (Fee $9 to $12), yet still close to the Waikiki scene made it a good choice for us.",VALUE
We were not in Paradise,OTHER
Our stay in Hotel Paradisus for 8 nights has not been good.,OTHER
The price we paid and the service provided us has not been of 5*****Quality and the reason are:Transportation to the hotel was very confusing.,SERVICE
No welcome drink or greeting upon arrival.,CHECKIN
Room serviceRoom service needs management.,SERVICE
Not enough towels or sometimes nothing until 6pm.,ROOMS
Bed linen was for a queen size bed.,ROOMS
We had a king size bed!!,ROOMS
Most of the time we got no bottle water for cleaning the teeeth or drinking.,SERVICE
No colorful bed spread.,ROOMS
The brochure and the webside looks fantastic but none of them was there.,OTHER
No extra bedding for the night because it was sometimes cool.,ROOMS
Too much noise from other ruede guests with no manner which came home between 4am and 5am in the morning and talked for one hour in front of their room.,OTHER
"We asked for another room, no answer.",CHECKIN
Asked for another mattress because it was like you are sleeping on a stone.,CHECKIN
"We called to the front desk and got promised they will change it, nothing was happen during our stay.",CHECKIN
Sofas in room were dirty and damaged.,CLEANLINESS
Bathtop curtain was to short and the bathroom was allways flooded after taking a shower.,ROOMS
"Food serviceFrench Gourmet - nice presentation but no seasoning, very bland and no taste.",FOOD
Sakura Japanese Restaurant - the cook was from the Dom. Republic.,FOOD
"Palapa Grill Seafood Restaurant - Grilled fish overcooked, dry and fishy.",FOOD
Lunch Buffet - not enough selection.,FOOD
Quality was not very special and no flavour.,FOOD
"Nobody knew what's in the chafing dishes or on all the plate, because no labelling.",FOOD
Dolce Vita Italian Restaurant - some of the dishes were good.,FOOD
We never tried the mexican restaurant or the brazilBeverage ServiceFront Lobby bar - Very good in the night.,FOOD
Excellent bartenders.,FOOD
Beach Bar - very slowBar by Hibiscus Restaurant - very unfriendly and bad set up not guest friendly.,FOOD
We found only 4 bars and missing the other 3 which we read on the webside.,FOOD
Waitersfriendly but 70% spoke no english and was sometimes difficult to get the right thing.,SERVICE
Head waiters from the restaurants to take the order mostly unfriendly - no smile.,SERVICE
The landscaping was very beautiful and well groomed.,OTHER
All restrooms in Restaurants were nice and cleanIn all we paid for a 5*****Hotel and got 3*** Service.,CLEANLINESS
We are very dissapointed.,OTHER
We were blinded with the wonderful brochure and the webside about this Hotel Paradisus.,OTHER
We travelled all over the world and had never such a bad experience.,OTHER
Two very dissapointed world traveller.,OTHER
Wouldn't Hesitate to Return,OTHER
Reservations were made via call to Personalities Hotels- all went off without a hitch.,OTHER
$85 + parking was better than I was expecting.,VALUE
"Directions from the hotel website were right on, check-in was completed in 30 seconds for a weekend stay.",CHECKIN
"Our corner room doubled as a fire escape, which allowed opening the window for fresh air.",ROOMS
"We were on 8th floor, so very little street noise- asked to be away from kids!",ROOMS
"The room itself was small, but no smaller than other large city hotels- if you want room to walk, I'd suggest taking the F down to Ferry Plaza.",ROOMS
I'll certainly check rates at this and other hotels under same ownership.,BUSINESS
"If I was expecting the Hyatt, I'd have been disappointed, but, for someone who travels extensively for work, this beats many chains hands-down!",BUSINESS
Pet Friendly Find in SF,OTHER
"We chose the Laurel Inn because it takes pets and provides parking, but found that it has a lot more going for it.",OTHER
"The location in a quiet residential neighborhood was great for us, as it gives a different view of SF than the usual downtown one, but it could be inconvenient for some travellers.",LOCATION
"The rooms were unusually large for a city hotel, and very comfortable, with a pleasant and muted W-ish decor.",ROOMS
"Our first room had a small kitchenette, the second did not -- here, a micro wave and a small fridge would have been welcome.",ROOMS
"The front desk staff was very helpful and very welcoming, to us and to our standard poodle.",CHECKIN
The parking was great.,OTHER
"And the price was very reasonable, considering the quality of the place.",VALUE
"We would recommend the Laurel enthusiastically to our friends, unless they need to be downtown.",OTHER
OK hotel Stayed 2 nights.,OTHER
"Pros: location, clean large room.",CLEANLINESS
Cons: free internet only in the business center which has only 2 computers with a sign (15 minutes per guest only).,OTHER
"No pool, no sauna, no whirlpool.",BUILDING
Overall a good experience,OTHER
Stayed here about 3 times in the past four years.,NOTRELATED
Used to stay at the Boston Park Plaza Hotel and Towers but when the rates when up found the Radisson online and it is right around the corner from the Boston Park Plaza.,NOTRELATED
"GREAT LOCATION: Close to the theatre district, Boston Common, Newberry Street, and the Long Wharf area.",LOCATION
The rooms are big and are fairly priced for a Boston hotel.,ROOMS
Only compaints are that the service is a little slow during busy times and during one of my stays there were three or four tiny ants on the floor.,CLEANLINESS
Like dating a supermodel...,OTHER
"Yes, this is a beautiful hotel, but aside from that there is nothing.",BUILDING
Service: abysmal (you are supposed to be assigned a peronal assistant to cater to your every whim...I got a phone number which was always busy and a front desk that could care less).,CHECKIN
"Noise: Constant (until 4AM, front desk unapologietic, room on 3rd floor as if on the dancefloor).",ROOMS
"Room: Large, well furnished and stylish, but the sink, toilet and bath all overflowed.",ROOMS
"Management was receptive to comments upon check out, but acknowledged that the hotel was having trouble with staffing/noise/growing pains.",SERVICE
"In the end, not even close to worth it.",OTHER
"Pool closed, lobby torn apart and the owners",BUILDING
Refuse to notify guests!,OTHER
"Upon arrival at the Marriott, I knew things were not going to be so swell.",OTHER
"While one opened my door, neither of them got my bags out of the cab, nor did they offer a single female assistance into the hotel.",SERVICE
"Upon entering, the entire lobby is under construction, so you have to lug your stuff up an escalator to the temporary lobby on the second floor.",BUILDING
"BUT, this hotel made NO mention of any renovations on their website.",OTHER
The pools are closed for repair.,OTHER
"Again, I was not informed of this in advance, nor at check-in!",CHECKIN
The room was small with no view.,ROOMS
The room was very noisy.,ROOMS
"Honestly, you can hear people whistling at other people on the street.",ROOMS
"Also, construction on the street starts at about 6:30 AM so forget about sleeping in.",ROOMS
"Frankly, most of the associates didn't acknowledge anyone's presence.",SERVICE
"I had two bathrooms, a dining area, couch, wet bar and there is a Murphy bed in the living room so I suppose it would be great for families, or to sell if the place is sold out.",ROOMS
The food and service in the concierge lounge wasn't great.,FOOD
"Problem is, the fishy smell overpowered the lounge, and the elevator landing outside.",FOOD
Fish shouldn't smell fishy or like garbage.,FOOD
It shouldn't really smell at all.,FOOD
Yuck!,FOOD
"Also, for breakfast, the food was OK but there were no English Muffins, minimal pastries and cereals and just not a big selection.",FOOD
"It looked nice, whatever there was of it.",FOOD
"However, when I went to get butter balls for my toast, a piece of glass about 1 inch square was commingled with the butter and landed on my toast.",FOOD
I had to go into the little kitchen to find someone to show.,FOOD
"Her response was, oh Ill take care of it.",SERVICE
"Not I'm sorry or some other words of concern, just Oh.",SERVICE
YUM!,NOTRELATED
Come on.,NOTRELATED
"I know it's slow, but this is NOLa, can we at least have bread pudding or something yummy?",NOTRELATED
"The turkey club was good, albeit served just on run-of-the-mill white bread, not the advertised sourdough.",NOTRELATED
"Typical hotel prices, although room service is around $2.00 per item more than the dining room, plus a 21% service charge and tax.",VALUE
"That's a little too much if you ask me.Overall, the city is still almost empty which is a shame.",VALUE
"In conclusion, New Orleans needs support.",NOTRELATED
It still can be a charming city again and I am sure that new developments (I saw a big TRUMP banner on the cab ride over) will help.,NOTRELATED
Most of the people I encountered outside of the hotel were very nice.,NOTRELATED
80% of the people IN the hotel couldn't care less about whether guests are there.,SERVICE
I wanted to shout.,SERVICE
".I came here to support the city, can you at least PRETEND you are glad I am here??",SERVICE
"When I went to the desk to hand in my certificate, both the associate and manager told me I had to call in advance and that the certificate (a print out from the Marriott Rewards Platinum page that says PRINT THIS PAGE AND SURRENDER) was no good since it wasn't the certificate.",CHECKIN
"Frankly I still don't know what they were saying, aside from implying that I am an idiot.",CHECKIN
"So, after only 2 nights, I lugged my stuff down the escalator with no help, across the street and checked into the JW a day early.",SERVICE
We shall see how THAT goes.I won鈥檛 return to the Marriott and I suggest they get their act together and inform people of the renovations.,OTHER
"Out of all the associates I encountered, only two-a female security guard and the aforementioned bartender, were nice.",SERVICE
"Excellent Hotel Lovely hotel,quiet location just off la Ramblas.",OTHER
Efficient and friendly staff.,SERVICE
Spotlessly clean.,CLEANLINESS
"Watch out for the pickpockets, and gypsies carrying babies !They will put a newspaper on the table and pick up anything under it !!! Dont get caught on the pea under the cup trick ! Its a big scam by an organised gang.",OTHER
wonderful wedding my husband and i had planned to get married abroad.,OTHER
when we saw secrets excellence at punta cana we instantly fell in love.,OTHER
"we paid extra for the wedding package, room upgrade and the excellence club, it was money well spent.",VALUE
"the hotel, and its staff were brilliant and could not do enough for you.",OTHER
as we had paid for the excellence club we were whisked away on arrival and taken to an air- conditioned room ( which we both welcomed being from Scotland) and were given a glass of bubbly.,OTHER
this was a lovely start to the holiday.,OTHER
"as for the wedding we met the wedding co-ordinator, Iveilesse, the following day and she covered every aspect of the wedding planning and more!",SERVICE
we took our parent with us and we all truly relaxed and enjoyed every moment.,OTHER
the staff cant do enough for you and are so polite.,SERVICE
make sure you have plenty of $1 bills or 50/100 peso notes the really do deserve their tips.,SERVICE
the hotel and the rooms were imaculate. ohh and what a room.,BUILDING
the bed is enormus and the jacuzzi you can both lie out in at the same time.i cant say how great a time we had just go and enjoy every moment.,ROOMS
it was that good were are going to book into one of the other secret resorts for next summer!!!,OTHER
"Efficient, No frills",OTHER
"Decided at 1am one night to visit Paris for a couple of days, searched and booked 10hrs later through boookings, finding a room ready and just sufficient to sleep a family of 4 with 2 children under 5 a few hours later.",OTHER
Even though the initial request for extra bedding wasn't made very clearly we were accommodated and looked after properly.,CHECKIN
"Should you be driving: Reasonably well located, near to the outer peripheral road (just watch out which exit you take from Place de Nation...).",LOCATION
Parking at the park house Picpus recommended (10min walk away from hotel).,OTHER
Could have done better,OTHER
"The hotel itself was interesting since it is 'round', the staff were polite but the hotel itself is understaffed.",SERVICE
The breakfast was yukky.,FOOD
"Although the rooms (suites) are a nice size, the decor was marginal-i.",ROOMS
"e. wall paper coming off walls, bathtub stained, shade pulls very dirty, stained bedspead and cruddy/filthy windows.",CLEANLINESS
The price was ok but after staying-I would expect that the rates should be lowered.,VALUE
The neighborhood was marginal...must not be far from a landfill-the stink was terrible!,BUILDING
"Don't let the price fool you-it's better to spend a few extra bucks for cleanliness, a walkable neighborhood without someone asking you for money or cigarettes or whatever they may be looking for.",CLEANLINESS
"The dead mouse outside the front door didn't help-nor did the refuse container outside the front door (it was not emptied the entire time we were there-overfull with food, butts, styrofoam cups, etc and smelled horrible).",OTHER
I wish the staff well but the rest of it was terrible.,OTHER
Never again.,OTHER
"Great owners, service, location",OTHER
We paid 118 Euro a night for a double room in this hotel and were pleased.,VALUE
"It's right down the block from the train station, which is very helpful for lugging your luggage.",LOCATION
The room was fine.,ROOMS
"Nothing special, but it was clean, big enough for two and decent private bathroom.",CLEANLINESS
"The breakfast was good - cake, bread, cereal, OJ and coffees.",FOOD
"The owners and receptionists spoke English and were very, very nice and accommodating - helped us with directions and book reservations at museums, etc.",CHECKIN
Internet was one euro every 15 minutes.,VALUE
Location is not bustling - but it is close to everything.,LOCATION
"10 minute walk to museum where the david is, 10 minute walk to duomo, 20 minute walk to uffizi and most other nice parts.",LOCATION
we were very pleased.,OTHER
"old fashioned, but still my favorite...",BUILDING
Fantastic location in the middle of East-Berlin at the corner of two historic streets.,LOCATION
"The hotel was build in the Eastern Germany Days, but its renovated in most parts.",BUILDING
"I was here many times before and have seen all kind of rooms (make sure, you get an renovated one with Heavenly Bed!).",ROOMS
"Due to my SPG Platinum Status, this time I had a corner suite with a great view, but it was a old interior...",ROOMS
"Try the breakfast, its fantastic, but expensive (鈧?",FOOD
"Beside the location the best thing is the atrium lobby ... very old fashioned, but a great spot! My favorite hotel in Berlin!",BUILDING
Very Nice!,OTHER
I stayed here regularly for work for about 2 months this year.,NOTRELATED
This is one of the nicest hotels in the Dallas/Ft.,OTHER
It's really one of the nicest hotels anywhere and the best airport hotel.,OTHER
The rooms are very nice and clean.,CLEANLINESS
The amenities are great.,BUILDING
The service is first class.,SERVICE
The in-room dining is excellent.,FOOD
"And the rooms must be well insulated, because I did not ever notice any jet engine noise.",ROOMS
"The only downside (or upside depending on how you look at it) is: This isn't a trendy hotel, like some in Dallas.",OTHER
"So if you want nightlife, you need to drive to it.",OTHER
The Best My wife and,OTHER
I splurged for one night at the Park Hyatt and it was worth every penny!,OTHER
We were blown away by everything.,OTHER
".the minimalism, the service, the views...everything.",BUILDING
We did not want to leave.,OTHER
"They knew my name when I got out of the cab, which was wild, and the intro/check in/walk through was very cool indeed!",CHECKIN
Room was spacious with giant TV and bathroom.,ROOMS
The mirrors even made you look better!,ROOMS
Breakfast in bed was delicious and elegant.,FOOD
"I can't go into everything in detail, but EVERYTHING was great! Want to go back ASAP!",OTHER
"Business oriented, and highly recommeded for that purpose",BUSINESS
"But this place delivers for all intents and purposes, no doubt.",OTHER
Excellent customer care and the quality and response time for room service is commendable.,SERVICE
"Abit impersonal though, so if you are looking for a place remembering your name Conrad isn't the first place to look, on most important points it clearly delivers.",OTHER
quite adequate for the price,VALUE
The hotel is perfect for business travellers.,BUSINESS
But if u are on holiday there are sum negatives.,OTHER
"Rooms are tiny and the housekeeping isnt there after 1pm, so if u came back late and wanted to sleep in ur room wont get cleaned that day.",ROOMS
"Also, i stayed for 4 nights and the breakfast kind of gets repititive after 2 days.",FOOD
But then for the price(67euros a night) i guess it was to be expected.,VALUE
The staff though is nice and friendly.,SERVICE
They have a small bar which serves drinks at a reasonable price.,FOOD
The location is quite good.,LOCATION
The rooms are clean with windows that open.,CLEANLINESS
All in all if price is an issue stay here.,VALUE
"just ok The hotel had nice grounds, and some nice art.",BUILDING
What I had a problem with was the rooms had thin walls.,ROOMS
"I was given a room with connecting doors, when i went down and asked for an alternate room without connecting doors, I was told that 90 percent of the hotel had connecting doors.",ROOMS
"Our neighbor's phone rang and we could here his conversation, and the toilets flushing.",ROOMS
I would not recommend this if you want a good nights sleep.,OTHER
wonderful wonderful hotel.,OTHER
"All it was promised to be, rooms were spacious, beds were great.",ROOMS
The workout room had 2 elliptical trainers as well as a few other machines.,BUILDING
Location is perfect neww the cable cars.,LOCATION
Good sushi restaurant around the corner and a starbucks nearby,LOCATION
"Nice but expensive hotel, shame about the location",LOCATION
"The hotel was nice enough - beautiful gardens, lovely pool, nice rooms (but annoyingly damp - all the bedding smelled damp which was very unplesant), but Nusa Dua itself was a dreadful disappointment.",BUILDING
"The hotels there could have been anywhere in the world, only the fact that the word 'Bali' appeared on signs gave you any hint as to where you were.",OTHER
"The resort is gated, no local people live there, they only come there to work.",OTHER
The whole resort is landscaped like a garden and all felt extremely artificial.I would not recommend eating in the hotel restaurants as they charged at least three times as much as the nearest non-hotel restaurant and the food was no better - in fact the hotel food was bland - dumbed down for tourists fayre.,FOOD
"A simple nasi goreng was charged at 95000 rupiah in the hotel, and around 22000 everywhere else.",VALUE
"It will cost you less to get a taxi all the way over to jimbaran beach and eat there rather than stay in the hotel - and the atmosphere will be better too.If you are looking for lovely surroundings and don't care that you are in Bali then this may be the location for you, but we flew halfway around the world to see Bali and couldn't wait to move on to our next hotel in Ubud.",OTHER
Fantastic Value on Waikiki,VALUE
We spent 5 days at this hotel in August 2007 and will be looking no further when we return to Honolulu.,OTHER
The hotel is quite small for Waikiki and some rooms are a little dated (because the hotel is being renovated).,ROOMS
It doesn't have a swimming pool or a restaurant but we'd actually call this an advantage.,BUILDING
"With Waikiki Beach right on your doorstep and so many alternatives for evening entertainment, who wants to spend all their time in the hotel any way ?",OTHER
The location is simply perfect and the staff must be among the friendliest and most helpful we have ever come across.,LOCATION
They do everything to help you enjoy your stay.,SERVICE
The desk staff are great but if you need anything special ask for Leonor who will go out of her way to get what you need.,SERVICE
We looked around at some alternatives but we reckon this is the best value hotel on the beach front and cannot recommend it highly enough.,VALUE
"Some good, some bad",OTHER
Stayed at the Barcelo Dominican Beach from Dec. 8 to 15 and had a pretty good time.,NOTRELATED
"I had read many complaints on this site, and though I saw many negative ones, I figured no matter what I would keep a positive outlook.",OTHER
"RoomHad to wait about an hour to check in, but they let us go to lunch while we waited as we got there at about 2 p.m. (check in at 3 usually).",CHECKIN
"Once we got our keys, we headed off to our section.",NOTRELATED
"I was hoping for something decent, and at first look I could not complain.",ROOMS
We were in Block 6 (Elite Club section) and were treated to an oceanview room on the first floor.,ROOMS
We were quite surprised since we hadn't made any special requests and were just supposed to get a standard room.,ROOMS
"It had a king sized bed, a separate day bed in the tv area and a huge bathroom with shower and separate jacuzzi tub.",ROOMS
We were essentially a 10 second walk from the beach!,ROOMS
"Though we were quite pleased with the room, it did show some wear... peeling paint, a few mold spots near the patio door, and more mold on a few of the cushions on the day bed.",ROOMS
It was extremely humid so I imagine it's quite difficult for things to dry properly there... hence the mold.,ROOMS
"Other than that, we had a mini bar stocked with beer, pop and water (left the maid $5 the first day and asked for additional water - she kept us fully supplied with the latter!).",SERVICE
"My bf tried the tub, which he very much enjoyed.",ROOMS
"That said, our upstairs neighbours also tried theirs and it leaked into our bathroom.",ROOMS
"It wasn't the end of the world since the water dripped into our tub, but it was a bit alarming that the water was coming from a light fixture in the ceiling!",ROOMS
"Ah well, we just kept the light closed and laughed it off!",ROOMS
Everything else in the room was fine.,ROOMS
BeachAbsolutely beautiful!,LOCATION
"It was a bit small compared to other resorts I've stayed at in Cuba and Mexico, but the water was pristine.",LOCATION
There were also plenty of chairs for everyone.,OTHER
FoodI'm not really picky so I thought the food was fine as did my bf.,FOOD
"I was a little disappointed at the variety of fruit for the most part, but I always found something yummy to try at the buffet.",FOOD
"I also tried the Spanish, Italian, Japanese and Brasilian restaurants.",FOOD
"For meat lovers, I would highly recommend the Brasilian.",FOOD
"Apparently the service can be a bit slow, but we were very well served there.",SERVICE
You go to a mini buffet first for your side dishes and the servers bring you cuts of meat (shish kabob style) directly to your table.,FOOD
"My next favorite was the Spanish, which had great selection and atmosphere (note that the drawback to the Brasilian was the LACK of atmosphere - no music, glaring lights).",FOOD
I also enjoyed the Japanese where the cook prepared the food in front of you and does a little show off routine.,FOOD
"Right off the bat, ours got so carried away and the salt shaker smashed into my water glass spraying shards in my sushi.",FOOD
Something else I laughed off... they just brought me another plate of sushi.,FOOD
"The main course was tasty, but I found the sushi wasn't extremely fresh.",FOOD
On to the Italian.,FOOD
"Awful - and like I mentioned, I'm not picky!",FOOD
I ordered risotto with mushroom with slivers of parmesan.,FOOD
I was served a bowl of RICE drowning in a watery cream sauce with parmesan and canned mushrooms.,FOOD
"If you can't make an italian meal, don't advertise you can!",FOOD
ServiceNo complaints here.,SERVICE
"The lobby bar was a bit slow in the evening unless you asked for rum and coke, pina colada or beer.",SERVICE
I tried ordering something from their menu and gave up after repeating my order four times (I was at the bar 10 minutes!).,SERVICE
All other spots were great.,OTHER
Awesome coffee shop you have to try too.,FOOD
The place also offers massages in little huts by the pool and beach.,OTHER
"I skipped out, but only because we ran out of time.",OTHER
"PoolsThree on site, but one was closed for repairs at the far end of the resort.",OTHER
The others were nice and clean... especially liked the one with the pool bar!,CLEANLINESS
Would I go back?,OTHER
Probably not.,OTHER
"But for $875 taxes in, you can't complain too much.",VALUE
"Some of the people who were travelling with the same supplier were really negative (one even complained about the wind being too loud and needing ear plugs!),",NOTRELATED
"so I think when you read these reviews, you have to take into consideration that everyone sees things differently.",NOTRELATED
The resort was just bought by the Barcelo group and has been branded a four star.,NOTRELATED
It is definately not a four star.,OTHER
"When it was under the old name of Ocean Beach, it was considered a three star.",OTHER
"Obviously, it'll take more than two months to get to the four star level.",OTHER
"The place has a lot of potential, so I think that once they actually start renovating the rooms it will be a great place.",OTHER
Can one have a good time here and enjoy their stay as the resort is now?,OTHER
I think so - just keep an open mind and remember that the mentality is very different from what you may be used to.,OTHER
Good vacation....,OTHER
"We enjoyed our vacation, but we have stayed at several Gran Bahia hotels befor and found it allitle blaw as we knew what to expect.",OTHER
"Flight was long, and there was not much direction as to how to get to the bus.Food was great.",FOOD
"Room was excellent, we requested to be close to the beach so we were abit far away from everything else.",ROOMS
Service was excellent.,SERVICE
Only neg was no one served drinks at the pool.,SERVICE
Beach - We enjoyed it but we like diving and this is not a good beach for this.,OTHER
"We gave the guys at the water taxies pop and water and they gave us free rides......just a tip...Don't go on Jrassic Buggie tour, take the other one, it was a great tour but you will never get your video u pay for...... several people had the same problem......Bar/Disco way to many people at a small space, drinks are free but good luck with this.....Overall this was a great place to stay but we found it to be expensive for gifts ect.",OTHER
"I like to buy friends and family gifts and at 20 us dollars a mug, 25 for a t shirt it adds up.Overall I enjoyed it but would not return.",OTHER
Very Good Royal...,OTHER
We could not have picked a better location.,LOCATION
"Right at the Northern end of this legendary boulevard, access to the Gothic center, the best artisan and designer shopping plus the central produce market, is all within a ten-minute walk The hotel was mostly good.",OTHER
We felt that the room was a little small but was kept scupriously clean.,CLEANLINESS
"The breakfast buffet was among the best of the sixteen hotels we encountered on our tour and as it is located on the ground floor, right on the street, feels like a proper caf茅.",FOOD
We especially liked the tortilla.,FOOD
A tip for eating in Barcelona - be wary of any of the restaurants on the Ramblas itself.,NOTRELATED
Much better option is to venture a little into the side streets.,NOTRELATED
You do not have to go far to experience excellent offerings.,NOTRELATED
Do visit the Market for a look and breakfast or lunch 鈥?,NOTRELATED
lots of fresh fruit salads and juices plus all the Jamon and olives you can eat.,NOTRELATED
Overall a very good hotel and efficient front desk staff who had good English speaking skills.,CHECKIN
Wonderful!!,OTHER
"Berchielli for a week, lovely place!",OTHER
"Good clean rooms, breakfasts were more than ample and served well.",FOOD
"However, while the staff as a whole was great, there was a man on the desk (name forgotten) that was condescending and a bit arrogant.",SERVICE
We felt as though we shouldn't be asking ANY questions....We would still recommend this hotel!,OTHER
"Dave and Maxine Johnson Maine,USA",NOTRELATED
"True, the location is very convenient to the central shopping district and the staff are mostly courteous.",LOCATION
"But, they seem to have only one person on reception and one on bell duty at any given time, including prime check-in/check-out times.",CHECKIN
it is a very noisy hotel -- do NOT get a room in the upper 20s.,ROOMS
Not only will you hear every flush your neighbor makes but also a tremendous amount of street noise.I have no idea how this hotel secured a 4-star rating.,ROOMS
Some of the lack of amenities in the $450/night junior suite in which I stayed:No ironing boardNo pants hangersVery few tissues (a small package of 4)A 1x1 bar of soapNo face washclothsOne English channel on TVNo alarm clockNo secured Wi-Fi and have to get new username/pswd each day,ROOMS
Nice Hotel I just got back from a conference in San Francisco.,OTHER
"My colleagues and I stayed all over the Union Square area, and my experience at the Bijou was the most positive of our group who tried the botique hotels.",OTHER
The hotel was extremely clean and well kept.,BUILDING
"The room was small (which I expected), but nicely appointed and very clean.",CLEANLINESS
Even the bathroom sparkled.,ROOMS
This might have been the only hotel I've ever stayed at where housekeeping didn't rudely wake me up at 8am.,SERVICE
The housekeeping staff was very thoughtful about when they cleaned the rooms and they did a great job.,SERVICE
The front desk staff was really friendly and knew a lot about the city.,SERVICE
The only downside of the hotel is that our room faced the side stree (Eddy?),ROOMS
"In theory that's not a problem, but the reality was the noise from the street was pretty bad.",ROOMS
I wore earplugs but still had trouble getting any sleep.,ROOMS
I'd suggest staying at this hotel but requesting a room that faces the main street and/or stay on the top floor.,OTHER
Great Hotel in Good Location,OTHER
"The reception staff and cleaners were really friendly and helpful, all spoke excellent English which was helpful as our Catalan was pitiful.",CHECKIN
"The room was great, huge bed, lovely terrace overlooking the Gran Via, huge tv and lovely bathroom.",ROOMS
Breakfast was on until 11 every morning and had a great selection from scrambled eggs to pastries.,FOOD
We really enjoyed our stay here and would definitely stay again.,OTHER
"This was situated in its own walled garden with water on 2 sides and a bath leading from the bathroom, surrounded by water.",ROOMS
The location of the hotel is very spectacular surrounded by rice terraces and overlooking a river gorge.,LOCATION
The staff are very attentive and the service was very good.,SERVICE
The lunch is taken on the rice terraces and staff come from the hotel to prepare it for you.One word of warning our party occupied 2 rooms and both rooms had small items disappear from them during our stay.,NOTRELATED
"These were not of a great monitory value, but spoilt what was overall a very good experience.",NOTRELATED
"With this in mind, it may sway us from visiting this property again, which is a great shame as otherwise our experience was faultless.",NOTRELATED
Stay Away....Far Away,OTHER
This hotel was expected to be top notch...but WAS NOT....as a diamond member status we had to wait 2 hours in the lobby until the room was ready...was upgraded to an ocean view room....but the rooms ARE THE SIZE OF A BIG CLOSET !!!!,CHECKIN
At over $500 dollars a night this is obserd......hotel employees are great though....also a word to the wise the casino is VERY TIGHT.....embassy suites couple blocks away is nicer and not that expensive and at least includes a free breakfast w/ everything you could imagine......rooms a intercontinental are VERY outdated.....and bathrooms are tiny.....beach is nice though here.......you go figure.........I TOLD YOU SO....,SERVICE
Unusual (and Very Good) Experience,OTHER
"I stayed at Hotel Max for 9 days during a conference in early June, and it was an extremely good value.",VALUE
"The reason I chose this hotel was primarily price, and location within easy walking distance of the convention center.",LOCATION
"For the price, I don't think there is a better hotel in downtown Seattle.",VALUE
"The hotel had fun modern decor, and the staff were very friendly, intelligent, helpful, and uniformly young (nearly all under 40 years).",BUILDING
"The rooms are quite small, (although not all the same size for doubles), and the room was clean.",CLEANLINESS
"The beds were extremely comfortable, and the rooms surprisingly quiet.",ROOMS
"The bathroom was clean, and so modern that at first I could not figure out how to drain the sink (I thought it was malfunctioning), but a quick visit from maintenance showed I just wasn't hip enough to figure it out.",CLEANLINESS
One bad thing was that our shower curtain smelled of mildew.,NOTRELATED
"Some helpful and **FREE** amenities of the hotel include a very nice business center, and a small, well equipped gym on the second floor.",BUILDING
The business center has a couple computers and even a printer for guests (internet service in rooms requires an extra fee).,BUSINESS
The gym has several quite fancy treadmills and some free weights.,BUILDING
The staff was also very flexible about splitting our bill several ways (I was sharing a double room with two other people).,SERVICE
"My only complaint was that one night the television stopped working for no apparent reason, and the maintenance man was unable to fix it.",OTHER
